β         free_energy         energy       entropy  
0.005	-138.62998	-0.0010873359	0.69314446
0.0059460356	-116.57364	-0.0012930295	0.69314334
0.0070710678	-98.026583	-0.0015376252	0.69314174
0.0084089642	-82.43047	-0.0018284766	0.69313949
0.01	-69.315805	-0.002174325	0.69313631
0.011892071	-58.287791	-0.0025855609	0.69313181
0.014142136	-49.014445	-0.0030745335	0.69312544
0.016817928	-41.216606	-0.0036559182	0.69311644
0.02	-34.659533	-0.0043471506	0.69310372
0.023784142	-29.145834	-0.0051689414	0.69308573
0.028284271	-24.509528	-0.0061458831	0.69306029
0.033635857	-20.611044	-0.0073071649	0.69302434
0.04	-17.333026	-0.0086874118	0.69297352
0.047568285	-14.576792	-0.010327665	0.69290171
0.056568542	-12.25937	-0.012276521	0.69280024
0.067271713	-10.310998	-0.014591437	0.6926569
0.08	-8.6730214	-0.017340219	0.69245449
0.095136569	-7.2961311	-0.020602668	0.69216882
0.11313708	-6.1388765	-0.024472353	0.69176586
0.13454343	-5.1664179	-0.029058422	0.69119795
0.16	-4.3494779	-0.034487277	0.69039849
0.19027314	-3.6634584	-0.040903797	0.68927484
0.22627417	-3.0877	-0.048471614	0.68769888
0.26908685	-2.6048574	-0.0573716	0.68549493
0.32	-2.2003751	-0.067797337	0.68242487
0.38054628	-1.8620445	-0.079945804	0.67817103
0.45254834	-1.5796302	-0.094001031	0.67231903
0.53817371	-1.3445518	-0.11010835	0.66434499
0.64	-1.1496113	-0.12833763	0.65361515
0.76109255	-0.98875803	-0.14863683	0.63941
0.90509668	-0.8568822	-0.17078249	0.62098657
1.0763474	-0.74963467	-0.19434223	0.59768758
1.28	-0.6632718	-0.21867076	0.56908933
1.5221851	-0.59452849	-0.24295938	0.53515326
1.8101934	-0.54052393	-0.26634103	0.49632408
2.1526948	-0.49870225	-0.2880242	0.45352556
2.56	-0.4668024	-0.30740462	0.40805832
3.0443702	-0.44284633	-0.32411685	0.36145649
3.6203867	-0.42513103	-0.33802097	0.31537209
4.3053896	-0.41221976	-0.34917311	0.2714404
5.12	-0.40292557	-0.35778531	0.23111814
6.0887404	-0.39629707	-0.36420727	0.19538642
7.2407734	-0.39159076	-0.36885605	0.16461685
8.6107793	-0.38826083	-0.37217218	0.13853579
10.24	-0.38590508	-0.37452738	0.11650767
12.177481	-0.38424248	-0.37620144	0.097919626
14.481547	-0.38306406	-0.37739534	0.082091916
17.221559	-0.38223808	-0.37824796	0.068715952
20.48	-0.38165898	-0.37885451	0.05743554
24.354962	-0.38125433	-0.37927548	0.048194768
28.963094	-0.38096604	-0.37956947	0.040449204
34.443117	-0.38077113	-0.37976911	0.034512582
40.96	-0.38063782	-0.37991064	0.029785031
48.709923	-0.38054593	-0.38001074	0.026068693
57.926188	-0.38047793	-0.38007753	0.023193821
68.886234	-0.38044075	-0.38013562	0.021019354
